"Id","SourceId","Priority","Status","System","Category","Files","Evidence","Risk","RecommendedFix","Verification","Notes","Source"
"RB-02248","P10-F02248","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Gump:L472:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02249","P10-F02249","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Gump:L1062:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02250","P10-F02250","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddAnimation.cs","Gump:L736:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02251","P10-F02251","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddArch.cs","Gump:L402:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02252","P10-F02252","P1","Ready","Homestead","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddCooking.cs","Gump:L420:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02253","P10-F02253","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddCustom.cs","Gump:L117:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02254","P10-F02254","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddDeco.cs","Gump:L2741:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02255","P10-F02255","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddDungeon.cs","Gump:L1224:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02256","P10-F02256","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addfence.cs","Gump:L204:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02257","P10-F02257","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addfloor.cs","Gump:L1409:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02258","P10-F02258","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddFurniture.cs","Gump:L1362:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02259","P10-F02259","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddGear.cs","Gump:L1095:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02260","P10-F02260","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddGround.cs","Gump:L1226:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02261","P10-F02261","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddLight.cs","Gump:L243:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02262","P10-F02262","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddMisc.cs","Gump:L2829:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02263","P10-F02263","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddNature.cs","Gump:L460:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02264","P10-F02264","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addplants.cs","Gump:L860:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02265","P10-F02265","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addrock.cs","Gump:L225:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02266","P10-F02266","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addroof.cs","Gump:L1141:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02267","P10-F02267","P1","Ready","Static Gump Tool","Runtime hooks","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddSignPost.cs","Gump:L126:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
