"SystemA","SystemB","DomainsA","DomainsB","Labels","RelationshipSummary","EvidenceStrength","EdgeCount","HardEdgeCount","SoftEdgeCount","SpeculativeEdgeCount","GraphEdgeTypes","RuntimeHookCount","DocumentationRiskCount","KnownNeedsReworkCount","RiskType","ObjectiveImpact","StaffDependency","Recommendation","Evidence","Verification","ReviewStatus"
"XMLSpawner","Champions","Staff events;PvE;Documentation","PvE;Progression","BalanceRisk;DocRisk;StaffDependency;Supports","XMLSpawner can support champion/event content, but staff rewards can stack with normal champion rewards.","PhaseReviewSeed","0","0","0","0","","617","2","3","DocumentationRisk;PvEBalance","Group PvE and staff event goals.","True","Document staff event overrides and reward policy.","Champions:docs/wiki/Champion_Spawns.md;Champions:docs/wiki/Champion_Spawns.md:L82;Champions:docs/wiki/SystemAudit.md:L34;Phase 9 conflict checklist: staff-spawned events versus automated PvE systems.;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"XMLSpawner","Monster Nests","Staff events;PvE;Documentation","PvE;Exploration","BalanceRisk;Conflicts;DocRisk;StaffDependency","Staff-spawned XML content can obscure or duplicate automated nest objectives.","PhaseReviewSeed","0","0","0","0","","593","2","1","DocumentationRisk;PvEBalance","Exploration and staff event goals.","True","Review spawn overlap and documentation.","Monster Nests:docs/wiki/Monster_Nest_System.md;Phase 9 conflict checklist: staff-spawned events versus automated PvE systems.;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"XMLSpawner","Clone Offline Player Characters","Staff events;PvE;Documentation","AI;PvE","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","602","2","2","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Clone Offline Player Characters:docs/wiki/Clone_Offline_Player_Characters.md;Clone Offline Player Characters:docs/wiki/SystemAudit.md:L32;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"XMLSpawner","Offline Skill Training","Staff events;PvE;Documentation","Progression","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","597","2","2","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"XMLSpawner","OmniAI","Staff events;PvE;Documentation","AI;Combat","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","591","3","2","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;OmniAI:docs/wiki/Misc_Magic_Spells.md;OmniAI:docs/wiki/OmniAI.md;OmniAI:docs/wiki/SystemAudit.md:L26;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"XMLSpawner","AI Overhaul","Staff events;PvE;Documentation","AI;Combat","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","589","2","1","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","AI Overhaul:docs/wiki/Creature_AI_Core.md;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"XMLSpawner","Staff Toolbar","Staff events;PvE;Documentation","Staff events","DocRisk;StaffDependency;Supports","Staff toolbar workflows can expose or support XMLSpawner-heavy event operations.","PhaseReviewSeed","0","0","0","0","","615","2","1","DocumentationRisk;StaffEventSupport","Staff-driven goals.","True","Keep staff-only access and documentation visible.","Phase 9 staff-dependency review.;Staff Toolbar:docs/wiki/Staff_Toolbar.md;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"XMLSpawner","Static Gump Tool","Staff events;PvE;Documentation","Staff events","DocRisk;StaffDependency;Supports","Static gump tooling can support XMLSpawner events and staff-authored content.","PhaseReviewSeed","0","0","0","0","","782","2","3","DocumentationRisk;StaffEventSupport","Staff-driven goals.","True","Keep staff-only access and docs visible.","Phase 9 staff-dependency review.;Static Gump Tool:docs/wiki/Static_Gump_Tool.md;Static Gump Tool:docs/wiki/SystemAudit.md:L102;Static Gump Tool:docs/wiki/wikibacklog.md:L23;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"XMLSpawner","Spell Framework","Staff events;PvE;Documentation","Magic","DependsOn;StaffDependency","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","940","2","4","MaintenanceCoupling;StaffWorkflowRisk","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","True","Review exact edges before moving files or changing behavior.","Spell Framework:docs/wiki/Base_Spell_Framework.md;Spell Framework:docs/wiki/SystemAudit.md:L104;Spell Framework:docs/wiki/SystemAudit.md:L54;XMLSpawner->Spell Framework:DirectReference:Data/Scripts/Custom/XMLSpawner/BaseXmlSpawner.cs:L12268:SpellRegistry;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"XMLSpawner","Magic Schools","Staff events;PvE;Documentation","Magic;Combat","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","589","15","12","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Magic Schools:docs/wiki/Bard_Song_Magic.md;Magic Schools:docs/wiki/Death_Knight_Magic.md;Magic Schools:docs/wiki/SystemAudit.md:L51;Magic Schools:docs/wiki/SystemAudit.md:L53;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"XMLSpawner","Crafting Core","Staff events;PvE;Documentation","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","639","6","8","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L248;Crafting Core:docs/wiki/Standard_Crafting.md:L249;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"XMLSpawner","Harvest System","Staff events;PvE;Documentation","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","593","6","14","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Grave_Robbing_Trade.md;Harvest System:docs/wiki/Standard_Crafting.md:L249;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"XMLSpawner","Bulk Orders","Staff events;PvE;Documentation","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","649","4","4","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemAudit.md:L41;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"XMLSpawner","Gardening","Staff events;PvE;Documentation","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","634","2","2","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"XMLSpawner","Housing","Staff events;PvE;Documentation","Housing;Economy","DependsOn;StaffDependency","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","857","5","7","MaintenanceCoupling;StaffWorkflowRisk","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","True","Review exact edges before moving files or changing behavior.","Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housing:docs/wiki/SystemAudit.md:L71;XMLSpawner->Housing:DirectReference:Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlFind.cs:L403:BaseHouse;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"XMLSpawner","Boats","Staff events;PvE;Documentation","Travel;Housing","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","650","5","5","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit.md:L15;Boats:docs/wiki/SystemAudit.md:L6;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"XMLSpawner","Regions","Staff events;PvE;Documentation","World;PvP;Government","DependsOn;StaffDependency","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","46","46","0","0","DirectReference","895","8","6","MaintenanceCoupling;StaffWorkflowRisk","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","True","Review exact edges before moving files or changing behavior.","Regions->XMLSpawner:DirectReference:Data/Scripts/Custom/PvE/RandomEncounters/Records.cs:L14:XmlSpawner;Regions->XMLSpawner:DirectReference:Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGameRegion.cs:L9:XmlSpawner;Regions->XMLSpawner:DirectReference:Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeRegionStone.cs:L8:XmlSpawner;Regions:docs/wiki/Housing_System.md;Regions:docs/wiki/Magery_Spell_Color_Setting.md;Regions:docs/wiki/offline-skill-training.md:L38;Regions:docs/wiki/SystemA...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
